2023-04-27 12:46:11,957 WARN  [restartedMain] progettoristoranti.ProgettoRistorantiApplication:30 Warning message
2023-04-27 12:46:11,957 ERROR [restartedMain] progettoristoranti.ProgettoRistorantiApplication:31 Error message
2023-04-27 12:46:11,958 FATAL [restartedMain] progettoristoranti.ProgettoRistorantiApplication:32 Fatal message
2023-04-27 12:46:52,005 INFO  [File Watcher] autoconfigure.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener:211 Restarting due to 2 class path changes (0 additions, 0 deletions, 2 modifications)
2023-04-27 12:46:52,026 INFO  [Thread-11] jpa.AbstractEntityManagerFactoryBean:650 Closing JPA EntityManagerFactory for persistence unit 'default'
2023-04-27 12:46:52,101 INFO  [restartedMain] logging.DeferredLog:250 Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-04-27 12:46:52,102 INFO  [restartedMain] logging.DeferredLog:250 For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-04-27 12:46:52,109 INFO  [restartedMain] boot.StartupInfoLogger:51 Starting ProgettoRistorantiApplication using Java 17.0.6 with PID 21028 (C:\Users\sarex\Documents\GitHub\newRistoranti\newRistoranti\target\classes started by sarex in C:\Users\sarex\Documents\GitHub\newRistoranti\newRistoranti)
2023-04-27 12:46:52,110 INFO  [restartedMain] boot.SpringApplication:632 No active profile set, falling back to 1 default profile: "default"
2023-04-27 12:46:52,369 INFO  [restartedMain] config.RepositoryConfigurationDelegate:138 Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-04-27 12:46:52,390 INFO  [restartedMain] config.RepositoryConfigurationDelegate:208 Finished Spring Data repository scanning in 20 ms. Found 4 JPA repository interfaces.
2023-04-27 12:46:52,502 INFO  [restartedMain] tomcat.TomcatWebServer:108 Tomcat initialized with port(s): 8080 (http)
2023-04-27 12:46:52,525 INFO  [restartedMain] context.ServletWebServerApplicationContext:291 Root WebApplicationContext: initialization completed in 413 ms
2023-04-27 12:46:52,654 INFO  [restartedMain] jpa.AbstractEntityManagerFactoryBean:437 Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-04-27 12:46:53,265 WARN  [restartedMain] jpa.JpaBaseConfiguration$JpaWebConfiguration:231 spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-27 12:46:53,599 INFO  [restartedMain] autoconfigure.OptionalLiveReloadServer:59 LiveReload server is running on port 35729
2023-04-27 12:46:53,619 INFO  [restartedMain] tomcat.TomcatWebServer:220 Tomcat started on port(s): 8080 (http) with context path ''
2023-04-27 12:46:54,055 INFO  [restartedMain] boot.StartupInfoLogger:57 Started ProgettoRistorantiApplication in 1.976 seconds (process running for 1067.039)
2023-04-27 12:46:54,057 INFO  [restartedMain] autoconfigure.ConditionEvaluationDeltaLoggingListener:63 Condition evaluation unchanged
2023-04-27 12:46:54,077 INFO  [restartedMain] progettoristoranti.ProgettoRistorantiApplication:29 Isnfo message
2023-04-27 12:46:54,077 WARN  [restartedMain] progettoristoranti.ProgettoRistorantiApplication:30 Warning message
2023-04-27 12:46:54,077 ERROR [restartedMain] progettoristoranti.ProgettoRistorantiApplication:31 Error message
2023-04-27 12:46:54,078 FATAL [restartedMain] progettoristoranti.ProgettoRistorantiApplication:32 Fatal message
2023-04-27 12:48:07,041 INFO  [File Watcher] autoconfigure.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener:211 Restarting due to 1 class path change (0 additions, 0 deletions, 1 modification)
2023-04-27 12:48:07,060 INFO  [Thread-15] jpa.AbstractEntityManagerFactoryBean:650 Closing JPA EntityManagerFactory for persistence unit 'default'
2023-04-27 12:48:07,136 INFO  [restartedMain] logging.DeferredLog:250 Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
